ticket_id,customer_id,employee_id,ticket_type,priority,channel,region,created_date,resolved_date,resolution_hours,first_response_minutes,satisfaction_score,escalated,reopened,sla_breached,status,ticket_cost
TICK-2024-012399,CUST-00147,EMP-0288,Data Sync Issue,Medium,Chat,Europe,2024-01-06 14:27:31,2024-01-07 09:05:55,18.64,47,4.7,False,False,False,Closed,442.8
TICK-2025-012400,CUST-01355,EMP-0067,Performance Issue,Medium,Web Portal,North America,2025-10-28 06:25:13,2025-10-29 02:58:13,20.55,37,4.9,False,False,False,Closed,531.0
TICK-2024-012401,CUST-03949,EMP-0242,Data Sync Issue,Medium,Email,Asia-Pacific,2024-07-02 03:45:38,2024-07-02 20:58:14,17.21,51,5.0,False,False,False,Closed,414.2
TICK-2025-012402,CUST-11657,EMP-0234,Data Sync Issue,Low,Email,Europe,2025-07-25 22:48:52,2025-07-26 11:27:16,12.64,97,3.9,False,True,False,Closed,446.0
TICK-2024-012403,CUST-04340,EMP-0138,Login Issue,Low,Email,North America,2024-10-03 00:14:42,2024-10-03 01:17:42,1.05,43,4.6,False,False,False,Closed,41.0
TICK-2025-012404,CUST-07054,EMP-0257,Data Sync Issue,Medium,Web Portal,Europe,2025-02-07 02:52:56,2025-02-07 19:10:56,16.3,18,3.6,True,False,False,Closed,516.0
TICK-2024-012405,CUST-05065,EMP-0340,Performance Issue,Medium,Email,Europe,2024-05-19 06:23:25,2024-05-19 15:06:37,8.72,10,4.7,False,False,False,Closed,294.4
TICK-2024-012406,CUST-08465,EMP-0012,Payment Issue,High,Email,North America,2024-12-07 11:58:58,2024-12-07 18:24:46,6.43,26,4.4,True,False,False,Closed,266.45
TICK-2024-012407,CUST-05800,EMP-0147,Data Sync Issue,Medium,Chat,South America,2024-06-24 00:02:15,2024-06-24 10:02:51,10.01,23,4.4,False,False,False,Closed,270.2
TICK-2025-012408,CUST-00460,EMP-0301,Login Issue,High,Email,Europe,2025-02-18 08:35:59,2025-02-18 09:45:44,1.16,22,4.5,False,False,False,Closed,49.06
TICK-2024-012409,CUST-09044,EMP-0228,Bug Report,High,Chat,Europe,2024-12-13 17:53:33,2024-12-14 04:04:57,10.19,41,3.7,False,False,True,Closed,242.85
TICK-2024-012410,CUST-00964,EMP-0044,Performance Issue,Medium,Email,Asia-Pacific,2024-07-12 01:56:40,2024-07-13 04:39:16,26.71,38,3.5,False,False,True,Closed,787.75
TICK-2024-012411,CUST-07057,EMP-0146,Login Issue,Medium,Phone,South America,2024-01-19 21:32:19,2024-01-19 22:09:49,0.62,30,4.6,False,False,False,Closed,32.5
TICK-2025-012412,CUST-04149,EMP-0118,Integration Support,Medium,Chat,Europe,2025-10-20 22:25:51,2025-10-22 01:21:39,26.93,67,3.3,False,False,True,Closed,718.6
TICK-2024-012413,CUST-01618,EMP-0043,Bug Report,Medium,Email,Europe,2024-03-20 07:26:53,2024-03-20 20:43:05,13.27,34,3.9,True,False,False,Closed,409.05
TICK-2025-012414,CUST-09877,EMP-0372,Account Management,Medium,Phone,Europe,2025-09-19 13:54:04,2025-09-19 22:21:40,8.46,57,4.0,False,False,False,Closed,161.9
TICK-2025-012415,CUST-09799,EMP-0247,Bug Report,Medium,Email,Asia-Pacific,2025-04-03 14:18:14,2025-04-04 07:43:26,17.42,37,3.9,True,False,False,Closed,645.5
TICK-2024-012416,CUST-00705,EMP-0386,Login Issue,Low,Web Portal,Europe,2024-04-25 04:19:56,2024-04-25 05:52:11,1.54,62,4.6,False,False,False,Closed,58.44
TICK-2024-012417,CUST-12737,EMP-0358,Data Sync Issue,High,Chat,North America,2024-03-15 04:31:49,2024-03-15 10:35:25,6.06,18,4.0,False,False,False,Closed,221.5
TICK-2024-012418,CUST-00270,EMP-0309,Account Management,Medium,Web Portal,Asia-Pacific,2024-03-10 22:06:21,2024-03-10 23:57:21,1.85,61,3.7,True,False,False,Closed,182.75
TICK-2025-012419,CUST-10068,EMP-0107,Integration Support,Critical,Email,North America,2025-09-15 23:48:02,2025-09-17 09:15:38,33.46,15,2.5,True,False,True,Closed,1069.2
TICK-2024-012420,CUST-09957,EMP-0365,Login Issue,High,Chat,Europe,2024-03-19 23:29:57,2024-03-20 05:23:12,5.89,32,4.3,False,False,False,Closed,108.31
TICK-2024-012421,CUST-09751,EMP-0041,Bug Report,Medium,Email,Europe,2024-09-22 01:22:46,2024-09-22 15:47:22,14.41,76,4.4,False,False,False,Closed,378.2
TICK-2025-012422,CUST-12198,EMP-0064,Data Sync Issue,Critical,Email,Europe,2025-04-28 21:27:09,2025-04-28 23:45:45,2.31,3,2.9,True,False,True,Closed,347.75
TICK-2025-012423,CUST-00613,EMP-0080,Integration Support,Medium,Email,South America,2025-02-14 12:50:07,2025-02-16 22:08:07,57.3,35,2.0,False,False,True,Closed,1326.0
TICK-2024-012424,CUST-05656,EMP-0268,Login Issue,Medium,Email,North America,2024-09-08 02:54:56,2024-09-08 05:31:32,2.61,33,3.9,False,True,False,Closed,119.15
TICK-2025-012425,CUST-09876,EMP-0266,Account Management,Critical,Email,Europe,2025-08-26 15:40:07,2025-08-26 18:25:07,2.75,11,3.3,True,False,True,Closed,310.0
TICK-2025-012426,CUST-00722,EMP-0208,Performance Issue,Critical,Phone,North America,2025-05-02 19:55:49,2025-05-03 11:00:01,15.07,6,2.6,True,True,True,Closed,626.05
TICK-2024-012427,CUST-07047,EMP-0290,Account Management,High,Email,Europe,2024-11-08 17:20:29,2024-11-09 02:13:17,8.88,38,3.7,False,False,True,Closed,212.6
TICK-2024-012428,CUST-00676,EMP-0187,Bug Report,High,Email,Asia-Pacific,2024-02-29 13:11:12,2024-03-01 15:59:48,26.81,7,2.5,True,False,True,Closed,612.15
TICK-2025-012429,CUST-04174,EMP-0289,Integration Support,High,Chat,Europe,2025-10-29 06:10:15,2025-10-31 16:49:51,58.66,15,2.3,False,False,True,Closed,1059.9
TICK-2024-012430,CUST-03617,EMP-0246,Bug Report,Critical,Email,Europe,2024-04-30 15:54:14,2024-05-01 01:51:50,9.96,5,2.7,True,False,True,Closed,459.4
TICK-2024-012431,CUST-11168,EMP-0319,Data Sync Issue,Medium,Phone,Europe,2024-06-03 23:57:18,2024-06-04 22:25:03,22.46,30,4.4,False,False,False,Closed,519.25
TICK-2025-012432,CUST-01449,EMP-0040,Performance Issue,Critical,Email,Europe,2025-10-16 03:52:14,2025-10-16 15:19:14,11.45,6,3.1,True,False,True,Closed,569.0
TICK-2024-012433,CUST-06248,EMP-0274,Login Issue,Medium,Email,Asia-Pacific,2024-10-15 01:26:31,2024-10-15 05:45:43,4.32,43,4.0,False,False,False,Closed,106.4
TICK-2024-012434,CUST-07093,EMP-0025,Performance Issue,High,Web Portal,Asia-Pacific,2024-03-13 21:35:36,2024-03-14 18:57:12,21.36,34,3.3,False,True,True,Closed,607.2
TICK-2024-012435,CUST-00060,EMP-0075,Performance Issue,Medium,Email,Europe,2024-04-08 15:02:38,2024-04-09 06:40:26,15.63,1,4.9,False,False,False,Closed,432.6
TICK-2025-012436,CUST-04162,EMP-0360,Login Issue,Medium,Email,North America,2025-07-07 05:53:14,2025-07-07 08:11:14,2.3,21,3.7,True,False,False,Closed,174.5
TICK-2024-012437,CUST-09499,EMP-0026,Login Issue,Medium,Email,North America,2024-02-29 16:50:48,2024-02-29 17:28:18,0.62,28,4.1,False,False,False,Closed,32.5
TICK-2025-012438,CUST-06765,EMP-0020,Account Management,Low,Email,Europe,2025-11-26 23:11:58,2025-11-27 08:23:58,9.2,37,4.5,False,False,False,Closed,219.0
TICK-2024-012439,CUST-04319,EMP-0175,Performance Issue,Medium,Email,Europe,2024-10-02 10:42:06,2024-10-03 02:21:06,15.65,69,4.2,False,False,False,Closed,433.0
TICK-2024-012440,CUST-11673,EMP-0076,Data Sync Issue,Low,Chat,North America,2024-05-14 18:17:39,2024-05-15 11:20:03,17.04,53,3.9,False,False,False,Closed,410.8
TICK-2025-012441,CUST-04979,EMP-0246,Data Sync Issue,Medium,Phone,Europe,2025-12-08 20:02:13,2025-12-09 12:32:49,16.51,22,4.5,False,False,False,Closed,317.65
TICK-2025-012442,CUST-10779,EMP-0316,Login Issue,Low,Chat,Europe,2025-02-11 15:01:50,2025-02-11 15:31:50,0.5,47,4.6,False,False,False,Closed,32.5
TICK-2024-012443,CUST-05909,EMP-0236,Performance Issue,Medium,Email,Europe,2024-04-16 14:04:28,2024-04-17 18:51:16,28.78,80,2.6,False,False,True,Closed,695.6
TICK-2024-012444,CUST-06841,EMP-0110,Performance Issue,Medium,Phone,Europe,2024-07-19 17:33:32,2024-07-21 09:47:56,40.24,47,2.8,True,False,True,Closed,1044.8
TICK-2025-012445,CUST-03692,EMP-0189,Payment Issue,Critical,Email,Europe,2025-01-01 19:58:50,2025-01-01 23:49:50,3.85,10,3.0,True,False,True,Closed,327.75
TICK-2025-012446,CUST-11225,EMP-0154,Data Sync Issue,Medium,Chat,Europe,2025-09-12 23:23:50,2025-09-13 14:40:02,15.27,56,4.4,False,True,False,Closed,359.05
TICK-2024-012447,CUST-05332,EMP-0021,Integration Support,Medium,Email,Europe,2024-01-27 14:31:45,2024-01-29 13:52:45,47.35,80,2.2,False,False,True,Closed,890.25
TICK-2025-012448,CUST-02789,EMP-0127,Bug Report,Low,Email,North America,2025-10-22 07:12:40,2025-10-24 04:39:40,45.45,74,2.8,True,False,False,Closed,1119.0
TICK-2024-012449,CUST-08524,EMP-0036,Integration Support,High,Email,Asia-Pacific,2024-02-20 22:25:13,2024-02-21 18:23:25,19.97,24,4.0,False,False,True,Closed,579.4
TICK-2024-012450,CUST-00341,EMP-0134,Data Sync Issue,High,Phone,Asia-Pacific,2024-10-19 21:31:05,2024-10-20 03:47:35,6.27,45,4.2,False,False,False,Closed,195.5
TICK-2025-012451,CUST-08592,EMP-0171,Bug Report,High,Phone,South America,2025-11-01 03:53:58,2025-11-02 02:13:46,22.33,11,3.5,False,False,True,Closed,424.95
TICK-2025-012452,CUST-04730,EMP-0034,Data Sync Issue,Medium,Chat,Europe,2025-07-26 10:37:36,2025-07-26 18:28:00,7.84,70,4.4,False,False,False,Closed,226.8
TICK-2024-012453,CUST-06647,EMP-0210,Bug Report,High,Phone,Europe,2024-09-15 20:07:45,2024-09-16 14:38:57,18.52,42,3.8,False,False,True,Closed,460.4
TICK-2024-012454,CUST-06252,EMP-0186,Login Issue,Medium,Phone,Asia-Pacific,2024-11-01 06:11:18,2024-11-01 10:26:54,4.26,36,4.2,False,False,False,Closed,105.2
TICK-2025-012455,CUST-01418,EMP-0279,Integration Support,Low,Email,Asia-Pacific,2025-03-03 14:31:57,2025-03-06 12:56:33,70.41,24,3.4,False,False,False,Closed,1588.2
TICK-2024-012456,CUST-02379,EMP-0160,Payment Issue,High,Chat,South America,2024-11-24 15:36:20,2024-11-25 01:09:20,9.55,30,3.6,True,False,True,Closed,313.25
TICK-2024-012457,CUST-08121,EMP-0069,Data Sync Issue,Medium,Email,Europe,2024-07-27 14:25:12,2024-07-29 04:21:27,37.94,42,2.6,True,False,True,Closed,759.06
TICK-2024-012458,CUST-10570,EMP-0388,Bug Report,Medium,Email,North America,2024-01-18 22:05:49,2024-01-20 14:01:01,39.92,65,2.2,True,False,True,Closed,808.8
TICK-2025-012459,CUST-08744,EMP-0149,Integration Support,High,Email,Europe,2025-10-05 16:58:55,2025-10-07 09:02:31,40.06,15,3.3,False,False,True,Closed,981.2
TICK-2024-012460,CUST-02047,EMP-0229,Bug Report,Medium,Web Portal,Europe,2024-03-12 15:43:07,2024-03-13 06:55:43,15.21,40,4.7,False,False,False,Closed,394.2
TICK-2024-012461,CUST-10268,EMP-0204,Account Management,Medium,Chat,South America,2024-01-20 06:28:33,2024-01-20 16:04:33,9.6,42,3.7,False,True,False,Pending,239.0
TICK-2025-012462,CUST-08198,EMP-0203,Feature Request,High,Chat,Asia-Pacific,2025-10-08 07:32:28,2025-10-09 00:59:28,17.45,42,2.6,True,True,True,Closed,481.75
TICK-2024-012463,CUST-09888,EMP-0387,Login Issue,Medium,Phone,Europe,2024-07-12 20:56:14,2024-07-13 05:14:14,8.3,46,4.5,False,False,False,Closed,186.0
TICK-2025-012464,CUST-11701,EMP-0042,Data Sync Issue,Medium,Chat,North America,2025-08-14 23:56:42,2025-08-15 14:00:18,14.06,62,4.9,False,False,False,Closed,280.9
TICK-2024-012465,CUST-04174,EMP-0162,Data Sync Issue,Critical,Web Portal,Europe,2024-11-20 15:35:49,2024-11-20 19:07:01,3.52,8,3.6,False,False,True,Closed,222.8
TICK-2024-012466,CUST-09002,EMP-0229,Payment Issue,High,Email,Asia-Pacific,2024-07-31 22:55:12,2024-08-01 04:57:00,6.03,45,4.5,False,False,False,Closed,170.6
TICK-2024-012467,CUST-11931,EMP-0031,Performance Issue,Critical,Email,Asia-Pacific,2024-04-01 20:08:09,2024-04-01 23:59:09,3.85,5,3.8,False,False,True,Closed,297.0
TICK-2024-012468,CUST-10193,EMP-0400,Login Issue,Medium,Web Portal,Asia-Pacific,2024-10-26 13:55:21,2024-10-26 15:52:21,1.95,53,4.9,False,False,False,Closed,68.75
TICK-2025-012469,CUST-02789,EMP-0255,Bug Report,Critical,Phone,North America,2025-07-20 13:12:54,2025-07-20 20:30:54,7.3,14,3.9,False,False,True,Closed,372.5
TICK-2025-012470,CUST-11644,EMP-0290,Account Management,Low,Phone,Europe,2025-07-14 16:50:05,2025-07-15 03:22:29,10.54,55,4.1,False,False,False,Closed,245.8
TICK-2024-012471,CUST-09866,EMP-0060,Payment Issue,High,Email,Asia-Pacific,2024-09-25 15:40:55,2024-09-25 16:59:31,1.31,19,5.0,False,False,False,Closed,82.75
TICK-2024-012472,CUST-02211,EMP-0121,Account Management,Medium,Phone,South America,2024-05-07 10:14:39,2024-05-07 21:08:03,10.89,43,4.6,False,False,False,Closed,198.35
TICK-2024-012473,CUST-06915,EMP-0272,Feature Request,High,Email,Asia-Pacific,2024-05-17 19:46:10,2024-05-18 09:53:22,14.12,20,3.5,False,False,True,Closed,322.4
TICK-2025-012474,CUST-03757,EMP-0095,Payment Issue,Medium,Phone,Asia-Pacific,2025-12-15 06:24:19,2025-12-15 16:34:31,10.17,64,4.3,False,False,False,Closed,253.4
TICK-2025-012475,CUST-08449,EMP-0392,Feature Request,Medium,Chat,Asia-Pacific,2025-12-01 08:04:14,2025-12-02 06:52:14,22.8,48,4.3,False,False,False,Closed,382.0
TICK-2025-012476,CUST-11060,EMP-0061,Integration Support,High,Web Portal,Europe,2025-07-10 20:23:34,2025-07-12 20:58:58,48.59,24,2.7,False,False,True,Closed,908.85
TICK-2025-012477,CUST-01858,EMP-0315,Login Issue,Low,Chat,Europe,2025-06-05 10:11:16,2025-06-05 17:10:31,6.99,32,4.6,False,False,False,Closed,159.75
TICK-2024-012478,CUST-00598,EMP-0318,Login Issue,Low,Phone,North America,2024-04-29 00:24:59,2024-04-29 03:11:47,2.78,53,3.8,False,True,False,Closed,135.6
TICK-2025-012479,CUST-10155,EMP-0355,Data Sync Issue,High,Web Portal,Europe,2025-05-12 05:14:56,2025-05-12 21:27:32,16.21,18,2.8,False,True,True,Closed,373.15
TICK-2025-012480,CUST-10022,EMP-0373,Data Sync Issue,High,Email,North America,2025-02-07 20:03:23,2025-02-08 03:50:47,7.79,25,5.0,False,False,False,Closed,264.75
TICK-2025-012481,CUST-06734,EMP-0029,Login Issue,Medium,Chat,Europe,2025-12-20 00:45:51,2025-12-20 04:24:51,3.65,71,4.4,False,False,False,Closed,74.75
TICK-2024-012482,CUST-06757,EMP-0207,Account Management,Medium,Web Portal,Europe,2024-10-01 09:15:22,2024-10-01 15:13:34,5.97,88,4.9,False,False,False,Closed,184.25
TICK-2024-012483,CUST-06064,EMP-0354,Payment Issue,High,Email,Europe,2024-01-14 00:28:45,2024-01-14 06:16:09,5.79,13,4.2,False,False,False,Closed,194.75
TICK-2025-012484,CUST-11602,EMP-0060,Bug Report,Critical,Email,Asia-Pacific,2025-03-02 23:45:38,2025-03-03 06:01:50,6.27,9,4.2,False,False,True,Closed,346.75
TICK-2025-012485,CUST-02039,EMP-0376,Performance Issue,Critical,Chat,Europe,2025-04-14 16:31:02,2025-04-15 06:28:38,13.96,6,3.0,False,False,True,Closed,499.2
TICK-2024-012486,CUST-00071,EMP-0010,Integration Support,Critical,Email,Europe,2024-03-29 18:51:25,2024-03-31 01:43:37,30.87,9,3.0,True,False,True,Closed,1171.75
TICK-2025-012487,CUST-00713,EMP-0335,Login Issue,Medium,Email,Asia-Pacific,2025-10-16 07:22:22,2025-10-16 12:06:46,4.74,56,4.6,False,False,False,Closed,91.1
TICK-2025-012488,CUST-04864,EMP-0162,Integration Support,Medium,Email,Asia-Pacific,2025-10-20 00:32:37,2025-10-21 16:23:37,39.85,45,3.2,False,False,True,Closed,777.75
TICK-2025-012489,CUST-12555,EMP-0076,Data Sync Issue,Low,Chat,Asia-Pacific,2025-02-08 11:02:21,2025-02-09 05:58:09,18.93,72,4.1,False,True,False,Closed,508.6
TICK-2024-012490,CUST-07459,EMP-0133,Bug Report,Low,Chat,Europe,2024-08-27 19:11:08,2024-08-28 18:24:56,23.23,28,4.2,True,False,False,Closed,674.6
TICK-2024-012491,CUST-07608,EMP-0126,Performance Issue,High,Email,Asia-Pacific,2024-10-19 06:38:39,2024-10-19 21:35:03,14.94,7,3.4,False,False,True,Closed,344.1
TICK-2024-012492,CUST-12236,EMP-0235,Feature Request,Medium,Chat,Asia-Pacific,2024-11-06 15:30:18,2024-11-07 07:09:54,15.66,36,4.7,False,False,False,Closed,431.5
TICK-2024-012493,CUST-02459,EMP-0295,Login Issue,High,Email,Europe,2024-04-24 03:46:48,2024-04-24 07:57:36,4.18,28,4.2,False,False,False,Closed,103.6
TICK-2024-012494,CUST-03230,EMP-0256,Performance Issue,High,Email,South America,2024-06-22 16:39:32,2024-06-23 22:43:08,30.06,15,3.7,False,False,True,Closed,570.9
TICK-2025-012495,CUST-10656,EMP-0202,Account Management,Medium,Phone,Asia-Pacific,2025-09-18 10:19:51,2025-09-18 23:48:39,13.48,46,4.7,True,False,False,Closed,357.2
TICK-2025-012496,CUST-00713,EMP-0224,Login Issue,Critical,Email,Asia-Pacific,2025-08-22 01:24:16,2025-08-22 03:29:40,2.09,3,3.0,True,False,True,Closed,281.8
TICK-2025-012497,CUST-05441,EMP-0058,Performance Issue,Medium,Phone,Europe,2025-01-30 13:01:08,2025-02-01 02:42:32,37.69,35,3.4,False,False,True,Closed,685.35
TICK-2025-012498,CUST-09634,EMP-0380,Bug Report,Medium,Phone,Europe,2025-08-07 19:14:04,2025-08-08 12:05:40,16.86,36,4.6,False,False,False,Closed,511.5
TICK-2025-012499,CUST-09779,EMP-0067,Login Issue,High,Email,Asia-Pacific,2025-03-26 21:42:01,2025-03-27 00:29:25,2.79,41,5.0,False,False,False,Closed,75.8
TICK-2024-012500,CUST-05178,EMP-0362,Performance Issue,High,Email,Europe,2024-12-12 11:11:14,2024-12-12 20:07:02,8.93,21,3.7,False,False,True,Closed,343.25
TICK-2024-012501,CUST-04875,EMP-0158,Performance Issue,High,Web Portal,Asia-Pacific,2024-06-17 02:20:57,2024-06-17 14:07:45,11.78,32,4.4,False,False,True,Closed,414.5
TICK-2024-012502,CUST-12282,EMP-0056,Payment Issue,Medium,Web Portal,Europe,2024-07-12 05:22:06,2024-07-12 11:31:42,6.16,20,4.1,False,False,False,Closed,173.2
TICK-2025-012503,CUST-06999,EMP-0162,Integration Support,Critical,Web Portal,Europe,2025-01-19 21:59:41,2025-01-21 07:23:05,33.39,8,2.7,False,True,True,Closed,840.85
TICK-2025-012504,CUST-09153,EMP-0176,Integration Support,Medium,Phone,Europe,2025-11-24 00:39:00,2025-11-25 01:22:48,24.73,83,2.7,True,False,True,Closed,918.25
TICK-2024-012505,CUST-06989,EMP-0036,Login Issue,Medium,Web Portal,North America,2024-07-20 13:54:38,2024-07-20 16:02:26,2.13,68,4.8,False,False,False,Closed,62.6
TICK-2025-012506,CUST-03178,EMP-0189,Payment Issue,Medium,Web Portal,Europe,2025-03-18 23:12:39,2025-03-19 02:28:15,3.26,27,4.2,False,False,False,Closed,98.9
TICK-2024-012507,CUST-00782,EMP-0225,Feature Request,Critical,Chat,Europe,2024-10-07 21:09:40,2024-10-08 02:00:04,4.84,5,3.7,False,False,True,Closed,236.8
TICK-2025-012508,CUST-04149,EMP-0362,Data Sync Issue,Medium,Phone,Europe,2025-12-21 15:16:36,2025-12-22 02:21:24,11.08,22,4.8,False,False,False,Closed,347.0
TICK-2025-012509,CUST-07982,EMP-0225,Account Management,Medium,Chat,Europe,2025-05-02 15:19:42,2025-05-02 23:11:54,7.87,13,4.7,False,False,False,Closed,192.4
TICK-2025-012510,CUST-02111,EMP-0156,Feature Request,Medium,Chat,Asia-Pacific,2025-05-09 15:57:12,2025-05-10 02:53:00,10.93,21,4.3,True,False,False,Closed,323.95
TICK-2025-012511,CUST-02378,EMP-0307,Feature Request,Critical,Web Portal,Europe,2025-08-10 00:10:02,2025-08-10 09:28:47,9.31,8,3.6,False,False,True,Closed,279.69
TICK-2025-012512,CUST-09051,EMP-0391,Login Issue,Medium,Email,Europe,2025-09-08 16:44:18,2025-09-08 19:38:18,2.9,45,4.8,False,False,False,Closed,92.5
TICK-2025-012513,CUST-06802,EMP-0173,Payment Issue,High,Phone,Asia-Pacific,2025-07-20 10:00:31,2025-07-20 17:31:07,7.51,32,3.5,False,True,False,Closed,260.2
TICK-2025-012514,CUST-00148,EMP-0038,Feature Request,High,Email,Europe,2025-11-17 04:23:35,2025-11-17 20:28:59,16.09,18,4.3,False,False,True,Closed,361.8
TICK-2025-012515,CUST-09002,EMP-0290,Data Sync Issue,Medium,Email,Asia-Pacific,2025-06-10 04:57:16,2025-06-10 21:17:04,16.33,70,4.7,False,False,False,Closed,396.6
TICK-2025-012516,CUST-04955,EMP-0136,Payment Issue,Critical,Phone,South America,2025-05-08 20:46:30,2025-05-08 21:16:30,0.5,14,4.3,False,False,False,Closed,160.0
TICK-2024-012517,CUST-05863,EMP-0298,Integration Support,Medium,Phone,Asia-Pacific,2024-05-18 07:13:36,2024-05-20 15:48:24,56.58,56,1.8,True,True,True,Closed,1208.7
TICK-2024-012518,CUST-01774,EMP-0103,Performance Issue,Medium,Email,Europe,2024-11-30 04:19:41,2024-12-02 03:09:29,46.83,55,3.0,True,False,True,Closed,942.45
TICK-2024-012519,CUST-06424,EMP-0126,Integration Support,Critical,Phone,Asia-Pacific,2024-01-18 02:31:12,2024-01-18 22:34:48,20.06,10,3.0,True,False,True,Closed,700.9
TICK-2024-012520,CUST-04924,EMP-0212,Login Issue,Medium,Web Portal,Europe,2024-10-17 15:57:02,2024-10-17 20:01:50,4.08,1,4.4,False,False,False,Closed,101.6
TICK-2025-012521,CUST-05721,EMP-0184,Data Sync Issue,Medium,Chat,Europe,2025-05-28 08:21:12,2025-05-28 20:04:42,11.73,69,4.6,True,False,False,Closed,483.13
TICK-2024-012522,CUST-10185,EMP-0111,Login Issue,Low,Email,Asia-Pacific,2024-03-30 22:49:41,2024-03-31 02:31:41,3.7,38,4.8,False,False,False,Closed,112.5
TICK-2024-012523,CUST-01229,EMP-0066,Payment Issue,Medium,Web Portal,Asia-Pacific,2024-09-27 03:10:35,2024-09-27 10:17:47,7.12,46,4.5,False,False,False,Closed,192.4
TICK-2025-012524,CUST-07538,EMP-0050,Payment Issue,High,Chat,South America,2025-06-25 23:23:55,2025-06-25 23:53:55,0.5,27,4.7,False,False,False,Closed,60.0
TICK-2024-012525,CUST-10428,EMP-0205,Account Management,Critical,Phone,Asia-Pacific,2024-02-23 23:16:45,2024-02-24 03:03:33,3.78,10,3.7,False,False,True,Closed,210.6
TICK-2025-012526,CUST-04387,EMP-0251,Payment Issue,Medium,Chat,Asia-Pacific,2025-08-19 14:30:48,2025-08-20 03:09:48,12.65,12,4.2,False,False,False,Closed,239.75
TICK-2025-012527,CUST-06434,EMP-0025,Performance Issue,Low,Phone,North America,2025-05-10 10:09:27,2025-05-11 21:39:27,35.5,55,3.4,True,False,False,Closed,950.0
TICK-2024-012528,CUST-07634,EMP-0310,Performance Issue,High,Web Portal,North America,2024-10-31 18:28:13,2024-11-01 12:28:13,18.0,12,2.8,True,False,True,Closed,600.0
TICK-2025-012529,CUST-04169,EMP-0202,Feature Request,Critical,Chat,Europe,2025-04-07 22:14:07,2025-04-08 03:48:55,5.58,14,3.9,False,False,True,Closed,223.7
TICK-2024-012530,CUST-06929,EMP-0065,Bug Report,Low,Email,South America,2024-09-21 19:24:15,2024-09-22 23:29:39,28.09,57,3.2,True,False,False,Closed,771.8
TICK-2025-012531,CUST-07421,EMP-0070,Feature Request,Low,Email,Asia-Pacific,2025-02-12 23:19:27,2025-02-13 18:07:27,18.8,41,4.3,False,False,False,Closed,322.0
TICK-2024-012532,CUST-10845,EMP-0141,Login Issue,Medium,Email,South America,2024-10-12 18:49:13,2024-10-12 19:39:01,0.83,37,4.2,False,False,False,Closed,32.45
TICK-2025-012533,CUST-07053,EMP-0059,Performance Issue,High,Email,Europe,2025-02-26 18:10:27,2025-02-27 09:44:39,15.57,38,3.7,False,False,True,Closed,509.25
TICK-2024-012534,CUST-01347,EMP-0299,Performance Issue,Medium,Email,Asia-Pacific,2024-05-06 05:21:07,2024-05-06 20:40:55,15.33,41,4.7,False,False,False,Closed,349.95
TICK-2025-012535,CUST-08759,EMP-0167,Account Management,High,Phone,Asia-Pacific,2025-04-22 00:29:29,2025-04-22 04:42:41,4.22,20,4.3,False,False,False,Closed,119.4
TICK-2024-012536,CUST-03370,EMP-0120,Performance Issue,High,Web Portal,North America,2024-05-12 22:34:55,2024-05-14 10:28:10,35.89,31,2.7,True,False,True,Closed,957.75
TICK-2025-012537,CUST-10253,EMP-0175,Payment Issue,Critical,Phone,Europe,2025-02-12 21:01:00,2025-02-12 23:01:36,2.01,7,4.0,False,False,True,Closed,190.2
TICK-2025-012538,CUST-11231,EMP-0185,Payment Issue,Medium,Chat,North America,2025-01-14 23:15:21,2025-01-15 15:28:33,16.22,24,3.7,True,False,False,Closed,413.3
TICK-2024-012539,CUST-02425,EMP-0384,Performance Issue,High,Email,South America,2024-02-01 01:04:34,2024-02-02 00:02:10,22.96,6,3.4,False,False,True,Closed,579.2
TICK-2025-012540,CUST-00140,EMP-0295,Performance Issue,Medium,Phone,Asia-Pacific,2025-03-08 17:03:09,2025-03-09 17:46:21,24.72,48,3.0,False,False,True,Closed,614.4
TICK-2024-012541,CUST-12684,EMP-0089,Feature Request,Low,Phone,South America,2024-08-25 16:45:48,2024-08-26 16:54:03,24.14,25,4.0,False,False,False,Closed,522.75
TICK-2024-012542,CUST-10142,EMP-0115,Bug Report,Low,Email,Asia-Pacific,2024-10-26 02:46:35,2024-10-27 04:08:47,25.37,25,4.0,False,False,False,Closed,470.55
TICK-2024-012543,CUST-01523,EMP-0234,Bug Report,Low,Chat,Asia-Pacific,2024-08-04 17:51:08,2024-08-05 13:19:56,19.48,62,4.5,True,False,False,Closed,697.0
TICK-2024-012544,CUST-09973,EMP-0263,Payment Issue,Medium,Email,Asia-Pacific,2024-05-08 18:09:16,2024-05-09 00:53:04,6.73,40,4.8,False,False,False,Closed,218.25
TICK-2024-012545,CUST-00253,EMP-0262,Performance Issue,Low,Web Portal,Asia-Pacific,2024-06-24 05:33:10,2024-06-24 16:27:10,10.9,49,4.7,False,False,False,Closed,392.5
TICK-2024-012546,CUST-04423,EMP-0061,Data Sync Issue,High,Email,South America,2024-05-04 17:06:59,2024-05-05 07:12:59,14.1,45,2.9,True,True,True,Closed,461.5
TICK-2025-012547,CUST-06503,EMP-0352,Feature Request,High,Email,Europe,2025-02-07 02:03:45,2025-02-07 13:16:21,11.21,11,4.1,False,False,True,Closed,208.15
